PROBLEM;BINARY;ITERATION;TIME;MEMORY;SENSORS_NUMBER
Pacman_Planner3;incremental_dlv2;41;0,032472;34808;4102
Pacman_Planner3;incremental_dlv2;42;0,031957;34168;4100
Pacman_Planner3;incremental_dlv2;43;0,034423;34168;4098
Pacman_Planner3;incremental_dlv2;44;0,032401;37048;4096
Pacman_Planner3;incremental_dlv2;45;0,036302;35000;4094
Pacman_Planner3;incremental_dlv2;46;0,033024;36600;4092
Pacman_Planner3;incremental_dlv2;47;0,032593;35096;4090
Pacman_Planner3;incremental_dlv2;48;0,031561;35064;4088
Pacman_Planner3;incremental_dlv2;49;0,033714;35104;4086
Pacman_Planner3;incremental_dlv2;50;0,034354;35132;4084
Pacman_Planner3;incremental_dlv2;51;0,033421;35204;4082
Pacman_Planner3;incremental_dlv2;52;0,038117;35384;4080
Pacman_Planner3;incremental_dlv2;53;0,03722;37900;4078
Pacman_Planner3;incremental_dlv2;54;0,037515;38148;4076
Pacman_Planner3;incremental_dlv2;55;0,038236;38608;4074
Pacman_Planner3;incremental_dlv2;56;0,037954;37028;4072
Pacman_Planner3;incremental_dlv2;57;0,037101;37368;4070
Pacman_Planner3;incremental_dlv2;58;0,038209;40028;4068
Pacman_Planner3;incremental_dlv2;59;0,037155;38088;4066
Pacman_Planner3;incremental_dlv2;60;0,036484;40336;4064
Pacman_Planner3;incremental_dlv2;61;0,037694;38436;4062
Pacman_Planner3;incremental_dlv2;62;0,038988;40952;4060
Pacman_Planner3;incremental_dlv2;63;0,039434;40360;4058
Pacman_Planner3;incremental_dlv2;64;0,037092;39284;4058
Pacman_Planner3;incremental_dlv2;65;0,036647;39304;4058
Pacman_Planner3;incremental_dlv2;66;0,036681;41760;4056
Pacman_Planner3;incremental_dlv2;67;0,037353;39616;4054
Pacman_Planner3;incremental_dlv2;68;0,036698;39648;4052
Pacman_Planner3;incremental_dlv2;69;0,036612;39680;4052
Pacman_Planner3;incremental_dlv2;70;0,038898;38624;4046
Pacman_Planner3;incremental_dlv2;71;0,037673;40076;4044
Pacman_Planner3;incremental_dlv2;72;0,037906;39396;4042
Space_Invaders_Planner1;incremental_dlv2;0;0,003075;6108;8
Space_Invaders_Planner1;incremental_dlv2;1;0,000572;6108;8
Space_Invaders_Planner1;incremental_dlv2;2;0,00053;6108;8
Space_Invaders_Planner1;incremental_dlv2;3;0,000541;6108;8
Space_Invaders_Planner1;incremental_dlv2;4;0,000567;6224;8
Space_Invaders_Planner1;incremental_dlv2;5;0,00058;6224;8
Space_Invaders_Planner1;incremental_dlv2;6;0,000535;6224;8
Space_Invaders_Planner1;incremental_dlv2;7;0,000593;6224;8
Space_Invaders_Planner1;incremental_dlv2;8;0,000605;6224;8
Space_Invaders_Planner1;incremental_dlv2;9;0,000704;6352;8
Space_Invaders_Planner1;incremental_dlv2;10;0,000639;6352;8
Space_Invaders_Planner1;incremental_dlv2;11;0,000639;6352;8
Space_Invaders_Planner1;incremental_dlv2;12;0,000666;6352;8
Space_Invaders_Planner1;incremental_dlv2;13;0,000702;6352;8
Space_Invaders_Planner1;incremental_dlv2;14;0,000797;6444;8
Space_Invaders_Planner1;incremental_dlv2;15;0,000746;6444;8
Space_Invaders_Planner1;incremental_dlv2;16;0,000739;6444;8
Space_Invaders_Planner1;incremental_dlv2;17;0,000785;6552;8
Space_Invaders_Planner1;incremental_dlv2;18;0,000767;6552;8
Space_Invaders_Planner1;incremental_dlv2;19;0,000794;6552;4
Space_Invaders_Planner1;incremental_dlv2;20;0,000964;6648;8
Space_Invaders_Planner1;incremental_dlv2;21;0,000851;6648;8
Space_Invaders_Planner1;incremental_dlv2;22;0,000844;6648;8
Space_Invaders_Planner1;incremental_dlv2;23;0,000854;6648;8
Space_Invaders_Planner1;incremental_dlv2;24;0,00088;6648;8
Space_Invaders_Planner1;incremental_dlv2;25;0,000943;6740;8
Space_Invaders_Planner1;incremental_dlv2;26;0,000907;6740;8
Space_Invaders_Planner1;incremental_dlv2;27;0,001037;6740;8
Space_Invaders_Planner1;incremental_dlv2;28;0,000891;6796;8
Space_Invaders_Planner1;incremental_dlv2;29;0,000996;6796;8
Space_Invaders_Planner1;incremental_dlv2;30;0,00107;6832;8
Space_Invaders_Planner1;incremental_dlv2;31;0,001013;6832;8
Space_Invaders_Planner1;incremental_dlv2;32;0,001063;6880;8
Space_Invaders_Planner1;incremental_dlv2;33;0,001101;6912;8
Space_Invaders_Planner1;incremental_dlv2;34;0,001098;6960;8
Space_Invaders_Planner1;incremental_dlv2;35;0,001095;6960;8
Space_Invaders_Planner1;incremental_dlv2;36;0,001093;7024;8
Space_Invaders_Planner1;incremental_dlv2;37;0,001253;7088;8
Space_Invaders_Planner1;incremental_dlv2;38;0,00109;7088;8
Space_Invaders_Planner1;incremental_dlv2;39;0,00119;7116;8
Space_Invaders_Planner1;incremental_dlv2;40;0,001188;7116;8
Space_Invaders_Planner1;incremental_dlv2;41;0,001254;7156;8
Space_Invaders_Planner2;incremental_dlv2;0;0,911429;31684;124
Space_Invaders_Planner2;incremental_dlv2;1;21,495666;2394476;124
Space_Invaders_Planner3;incremental_dlv2;0;0,989516;50132;60
Space_Invaders_Planner3;incremental_dlv2;1;10,65833;454920;63
Space_Invaders_Planner3;incremental_dlv2;2;28,709307;1306080;63
